financial_year,council_area,sector,main_client_group,percentage_occupancy
2010/11,Angus,All Sectors,Mental Health Problems,0
2010/11,Angus,All Sectors,Older People Aged 65 and Older,93
2010/11,Angus,All Sectors,Other Groups,0
2010/11,Angus,All Sectors,Physical and Sensory Impairment,0
2010/11,Angus,Local Authority/Health Board Sectors,All Adults,94
2010/11,Angus,Local Authority/Health Board Sectors,Older People Aged 65 and Older,92
2010/11,Angus,Private Sector,All Adults,91
2010/11,Angus,Private Sector,Older People Aged 65 and Older,92
2010/11,Angus,Voluntary or Not for Profit Sector,All Adults,98
2010/11,Angus,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,98
2010/11,Argyll and Bute,All Sectors,All Adults,86
2010/11,Argyll and Bute,All Sectors,Learning Disabilities,70
2010/11,Argyll and Bute,All Sectors,Mental Health Problems,0
2010/11,Argyll and Bute,All Sectors,Older People Aged 65 and Older,86
2010/11,Argyll and Bute,All Sectors,Other Groups,0
2010/11,Argyll and Bute,All Sectors,Physical and Sensory Impairment,0
2010/11,Argyll and Bute,Local Authority/Health Board Sectors,All Adults,91
2010/11,Argyll and Bute,Local Authority/Health Board Sectors,Older People Aged 65 and Older,90
2010/11,Argyll and Bute,Private Sector,All Adults,83
2010/11,Argyll and Bute,Private Sector,Older People Aged 65 and Older,84
2010/11,Argyll and Bute,Voluntary or Not for Profit Sector,All Adults,95
2010/11,Argyll and Bute,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,96
2010/11,City of Edinburgh,All Sectors,All Adults,91
2010/11,City of Edinburgh,All Sectors,Learning Disabilities,91
2010/11,City of Edinburgh,All Sectors,Mental Health Problems,87
2010/11,City of Edinburgh,All Sectors,Older People Aged 65 and Older,91
2010/11,City of Edinburgh,All Sectors,Other Groups,82
2010/11,City of Edinburgh,All Sectors,Physical and Sensory Impairment,100
2010/11,City of Edinburgh,Local Authority/Health Board Sectors,All Adults,94
2010/11,City of Edinburgh,Local Authority/Health Board Sectors,Older People Aged 65 and Older,94
2010/11,City of Edinburgh,Private Sector,All Adults,90
2010/11,City of Edinburgh,Private Sector,Older People Aged 65 and Older,90
2010/11,City of Edinburgh,Voluntary or Not for Profit Sector,All Adults,92
2010/11,City of Edinburgh,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,93
2010/11,Clackmannanshire,All Sectors,All Adults,88
2010/11,Clackmannanshire,All Sectors,Learning Disabilities,93
2010/11,Clackmannanshire,All Sectors,Mental Health Problems,80
2010/11,Clackmannanshire,All Sectors,Older People Aged 65 and Older,87
2010/11,Clackmannanshire,All Sectors,Other Groups,0
2010/11,Clackmannanshire,All Sectors,Physical and Sensory Impairment,0
2010/11,Clackmannanshire,Local Authority/Health Board Sectors,All Adults,87
2010/11,Clackmannanshire,Local Authority/Health Board Sectors,Older People Aged 65 and Older,87
2010/11,Clackmannanshire,Private Sector,All Adults,87
2010/11,Clackmannanshire,Private Sector,Older People Aged 65 and Older,88
2010/11,Clackmannanshire,Voluntary or Not for Profit Sector,All Adults,94
2010/11,Clackmannanshire,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,0
2010/11,Dumfries and Galloway,All Sectors,All Adults,88
2010/11,Dumfries and Galloway,All Sectors,Learning Disabilities,85
2010/11,Dumfries and Galloway,All Sectors,Mental Health Problems,62
2010/11,Dumfries and Galloway,All Sectors,Older People Aged 65 and Older,91
2010/11,Dumfries and Galloway,All Sectors,Other Groups,0
2010/11,Dumfries and Galloway,Local Authority/Health Board Sectors,All Adults,77
2010/11,Dumfries and Galloway,Local Authority/Health Board Sectors,Older People Aged 65 and Older,0
2010/11,Dumfries and Galloway,Private Sector,All Adults,87
2010/11,Dumfries and Galloway,Private Sector,Older People Aged 65 and Older,89
2010/11,Dumfries and Galloway,Voluntary or Not for Profit Sector,All Adults,94
2010/11,Dumfries and Galloway,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,96
2010/11,Dundee City,All Sectors,All Adults,84
2010/11,Dundee City,All Sectors,Learning Disabilities,81
2010/11,Dundee City,All Sectors,Mental Health Problems,69
2010/11,Dundee City,All Sectors,Older People Aged 65 and Older,85
2010/11,Dundee City,All Sectors,Other Groups,0
2010/11,Dundee City,Local Authority/Health Board Sectors,All Adults,94
2010/11,Dundee City,Local Authority/Health Board Sectors,Older People Aged 65 and Older,97
2010/11,Dundee City,Private Sector,All Adults,81
2010/11,Dundee City,Private Sector,Older People Aged 65 and Older,82
2010/11,Dundee City,Voluntary or Not for Profit Sector,All Adults,95
2010/11,Dundee City,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,94
2010/11,East Ayrshire,All Sectors,All Adults,91
2010/11,East Ayrshire,All Sectors,Learning Disabilities,81
2010/11,East Ayrshire,All Sectors,Mental Health Problems,100
2010/11,East Ayrshire,All Sectors,Older People Aged 65 and Older,92
2010/11,East Ayrshire,All Sectors,Other Groups,0
2010/11,East Ayrshire,All Sectors,Physical and Sensory Impairment,100
2010/11,East Ayrshire,Local Authority/Health Board Sectors,All Adults,95
2010/11,East Ayrshire,Local Authority/Health Board Sectors,Older People Aged 65 and Older,90
2010/11,East Ayrshire,Private Sector,All Adults,91
2010/11,East Ayrshire,Private Sector,Older People Aged 65 and Older,92
2010/11,East Ayrshire,Voluntary or Not for Profit Sector,All Adults,0
2010/11,East Ayrshire,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,0
2010/11,East Dunbartonshire,All Sectors,All Adults,82
2010/11,East Dunbartonshire,All Sectors,Learning Disabilities,86
2010/11,East Dunbartonshire,All Sectors,Mental Health Problems,57
2010/11,East Dunbartonshire,All Sectors,Older People Aged 65 and Older,85
2010/11,East Dunbartonshire,All Sectors,Other Groups,0
2010/11,East Dunbartonshire,All Sectors,Physical and Sensory Impairment,100
2010/11,East Dunbartonshire,Local Authority/Health Board Sectors,All Adults,91
2010/11,East Dunbartonshire,Local Authority/Health Board Sectors,Older People Aged 65 and Older,0
2010/11,East Dunbartonshire,Private Sector,All Adults,82
2010/11,East Dunbartonshire,Private Sector,Older People Aged 65 and Older,84
2010/11,East Dunbartonshire,Voluntary or Not for Profit Sector,All Adults,83
2010/11,East Lothian,All Sectors,All Adults,90
2010/11,East Lothian,All Sectors,Learning Disabilities,64
2010/11,East Lothian,All Sectors,Mental Health Problems,0
2010/11,East Lothian,All Sectors,Older People Aged 65 and Older,91
2010/11,East Lothian,All Sectors,Other Groups,0
2010/11,East Lothian,All Sectors,Physical and Sensory Impairment,80
2010/11,East Lothian,Local Authority/Health Board Sectors,All Adults,88
2010/11,East Lothian,Local Authority/Health Board Sectors,Older People Aged 65 and Older,88
2010/11,East Lothian,Private Sector,All Adults,91
2010/11,East Lothian,Private Sector,Older People Aged 65 and Older,91
2010/11,East Lothian,Voluntary or Not for Profit Sector,All Adults,86
2010/11,East Lothian,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,97
2010/11,East Renfrewshire,All Sectors,All Adults,82
2010/11,East Renfrewshire,All Sectors,Learning Disabilities,100
2010/11,East Renfrewshire,All Sectors,Mental Health Problems,0
2010/11,East Renfrewshire,All Sectors,Older People Aged 65 and Older,81
2010/11,East Renfrewshire,All Sectors,Other Groups,0
2010/11,East Renfrewshire,All Sectors,Physical and Sensory Impairment,0
2010/11,East Renfrewshire,Local Authority/Health Board Sectors,All Adults,100
2010/11,East Renfrewshire,Local Authority/Health Board Sectors,Older People Aged 65 and Older,100
2010/11,East Renfrewshire,Private Sector,All Adults,77
2010/11,East Renfrewshire,Private Sector,Older People Aged 65 and Older,77
2010/11,East Renfrewshire,Voluntary or Not for Profit Sector,All Adults,87
2010/11,East Renfrewshire,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,86
2010/11,Falkirk,All Sectors,All Adults,88
2010/11,Falkirk,All Sectors,Learning Disabilities,91
2010/11,Falkirk,All Sectors,Mental Health Problems,100
2010/11,Falkirk,All Sectors,Older People Aged 65 and Older,87
2010/11,Falkirk,All Sectors,Other Groups,0
2010/11,Falkirk,All Sectors,Physical and Sensory Impairment,0
2010/11,Falkirk,Local Authority/Health Board Sectors,All Adults,77
2010/11,Falkirk,Local Authority/Health Board Sectors,Older People Aged 65 and Older,73
2010/11,Falkirk,Private Sector,All Adults,90
2010/11,Falkirk,Private Sector,Older People Aged 65 and Older,90
2010/11,Falkirk,Voluntary or Not for Profit Sector,All Adults,92
2010/11,Falkirk,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,98
2010/11,Fife,All Sectors,All Adults,86
2010/11,Fife,All Sectors,Learning Disabilities,69
2010/11,Fife,All Sectors,Mental Health Problems,100
2010/11,Fife,All Sectors,Older People Aged 65 and Older,87
2010/11,Fife,All Sectors,Other Groups,0
2010/11,Fife,All Sectors,Physical and Sensory Impairment,88
2010/11,Fife,Local Authority/Health Board Sectors,All Adults,81
2010/11,Fife,Local Authority/Health Board Sectors,Older People Aged 65 and Older,84
2010/11,Fife,Private Sector,All Adults,87
2010/11,Fife,Private Sector,Older People Aged 65 and Older,87
2010/11,Fife,Voluntary or Not for Profit Sector,All Adults,91
2010/11,Fife,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,98
2010/11,Glasgow City,All Sectors,All Adults,86
2010/11,Glasgow City,All Sectors,Learning Disabilities,95
2010/11,Glasgow City,All Sectors,Mental Health Problems,88
2010/11,Glasgow City,All Sectors,Older People Aged 65 and Older,86
2010/11,Glasgow City,All Sectors,Other Groups,83
2010/11,Glasgow City,All Sectors,Physical and Sensory Impairment,90
2010/11,Glasgow City,Local Authority/Health Board Sectors,All Adults,94
2010/11,Glasgow City,Local Authority/Health Board Sectors,Older People Aged 65 and Older,94
2010/11,Glasgow City,Private Sector,All Adults,84
2010/11,Glasgow City,Private Sector,Older People Aged 65 and Older,84
2010/11,Glasgow City,Voluntary or Not for Profit Sector,All Adults,91
2010/11,Glasgow City,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,96
2010/11,Highland,All Sectors,All Adults,91
2010/11,Highland,All Sectors,Learning Disabilities,88
2010/11,Highland,All Sectors,Mental Health Problems,95
2010/11,Highland,All Sectors,Older People Aged 65 and Older,92
2010/11,Highland,All Sectors,Other Groups,40
2010/11,Highland,All Sectors,Physical and Sensory Impairment,92
2010/11,Highland,Local Authority/Health Board Sectors,All Adults,93
2010/11,Highland,Local Authority/Health Board Sectors,Older People Aged 65 and Older,93
2010/11,Highland,Private Sector,All Adults,91
2010/11,Highland,Private Sector,Older People Aged 65 and Older,91
2010/11,Highland,Voluntary or Not for Profit Sector,All Adults,92
2010/11,Highland,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,94
2010/11,Inverclyde,All Sectors,All Adults,85
2010/11,Inverclyde,All Sectors,Learning Disabilities,86
2010/11,Inverclyde,All Sectors,Mental Health Problems,100
2010/11,Inverclyde,All Sectors,Older People Aged 65 and Older,84
2010/11,Inverclyde,All Sectors,Other Groups,0
2010/11,Inverclyde,All Sectors,Physical and Sensory Impairment,95
2010/11,Inverclyde,Private Sector,All Adults,80
2010/11,Inverclyde,Private Sector,Older People Aged 65 and Older,80
2010/11,Inverclyde,Voluntary or Not for Profit Sector,All Adults,93
2010/11,Inverclyde,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,94
2010/11,Midlothian,All Sectors,All Adults,90
2010/11,Midlothian,All Sectors,Learning Disabilities,87
2010/11,Midlothian,All Sectors,Mental Health Problems,0
2010/11,Midlothian,All Sectors,Older People Aged 65 and Older,91
2010/11,Midlothian,All Sectors,Other Groups,0
2010/11,Midlothian,All Sectors,Physical and Sensory Impairment,0
2010/11,Midlothian,Local Authority/Health Board Sectors,All Adults,95
2010/11,Midlothian,Local Authority/Health Board Sectors,Older People Aged 65 and Older,95
2010/11,Midlothian,Private Sector,All Adults,90
2010/11,Midlothian,Private Sector,Older People Aged 65 and Older,90
2010/11,Midlothian,Voluntary or Not for Profit Sector,All Adults,86
2010/11,Midlothian,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,87
2010/11,Moray,All Sectors,All Adults,82
2010/11,Moray,All Sectors,Learning Disabilities,74
2010/11,Moray,All Sectors,Older People Aged 65 and Older,83
2010/11,Moray,All Sectors,Other Groups,0
2010/11,Moray,All Sectors,Physical and Sensory Impairment,0
2010/11,Moray,Local Authority/Health Board Sectors,All Adults,100
2010/11,Moray,Private Sector,All Adults,82
2010/11,Moray,Private Sector,Older People Aged 65 and Older,82
2010/11,Moray,Voluntary or Not for Profit Sector,All Adults,83
2010/11,Moray,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,88
2010/11,Na h-Eileanan Siar,All Sectors,All Adults,94
2010/11,Na h-Eileanan Siar,All Sectors,Learning Disabilities,73
2010/11,Na h-Eileanan Siar,All Sectors,Mental Health Problems,0
2010/11,Na h-Eileanan Siar,All Sectors,Older People Aged 65 and Older,95
2010/11,Na h-Eileanan Siar,All Sectors,Other Groups,0
2010/11,Na h-Eileanan Siar,All Sectors,Physical and Sensory Impairment,0
2010/11,Na h-Eileanan Siar,Local Authority/Health Board Sectors,All Adults,90
2010/11,Na h-Eileanan Siar,Local Authority/Health Board Sectors,Older People Aged 65 and Older,92
2010/11,Na h-Eileanan Siar,Private Sector,All Adults,100
2010/11,Na h-Eileanan Siar,Private Sector,Older People Aged 65 and Older,100
2010/11,Na h-Eileanan Siar,Voluntary or Not for Profit Sector,All Adults,100
2010/11,Na h-Eileanan Siar,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,100
2010/11,North Ayrshire,All Sectors,All Adults,85
2010/11,North Ayrshire,All Sectors,Learning Disabilities,75
2010/11,North Ayrshire,All Sectors,Mental Health Problems,100
2010/11,North Ayrshire,All Sectors,Older People Aged 65 and Older,85
2010/11,North Ayrshire,All Sectors,Other Groups,83
2010/11,North Ayrshire,All Sectors,Physical and Sensory Impairment,89
2010/11,North Ayrshire,Local Authority/Health Board Sectors,All Adults,79
2010/11,North Ayrshire,Local Authority/Health Board Sectors,Older People Aged 65 and Older,79
2010/11,North Ayrshire,Private Sector,All Adults,84
2010/11,North Ayrshire,Private Sector,Older People Aged 65 and Older,85
2010/11,North Ayrshire,Voluntary or Not for Profit Sector,All Adults,90
2010/11,North Ayrshire,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,91
2010/11,North Lanarkshire,All Sectors,All Adults,86
2010/11,North Lanarkshire,All Sectors,Learning Disabilities,83
2010/11,North Lanarkshire,All Sectors,Mental Health Problems,94
2010/11,North Lanarkshire,All Sectors,Older People Aged 65 and Older,85
2010/11,North Lanarkshire,All Sectors,Other Groups,0
2010/11,North Lanarkshire,All Sectors,Physical and Sensory Impairment,88
2010/11,North Lanarkshire,Local Authority/Health Board Sectors,All Adults,65
2010/11,North Lanarkshire,Local Authority/Health Board Sectors,Older People Aged 65 and Older,65
2010/11,North Lanarkshire,Private Sector,All Adults,87
2010/11,North Lanarkshire,Private Sector,Older People Aged 65 and Older,87
2010/11,North Lanarkshire,Voluntary or Not for Profit Sector,All Adults,92
2010/11,North Lanarkshire,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,100
2010/11,Orkney Islands,All Sectors,All Adults,88
2010/11,Orkney Islands,All Sectors,Learning Disabilities,86
2010/11,Orkney Islands,All Sectors,Mental Health Problems,0
2010/11,Orkney Islands,All Sectors,Older People Aged 65 and Older,90
2010/11,Orkney Islands,All Sectors,Other Groups,0
2010/11,Orkney Islands,All Sectors,Physical and Sensory Impairment,0
2010/11,Orkney Islands,Local Authority/Health Board Sectors,All Adults,90
2010/11,Orkney Islands,Local Authority/Health Board Sectors,Older People Aged 65 and Older,93
2010/11,Orkney Islands,Private Sector,All Adults,0
2010/11,Orkney Islands,Private Sector,Older People Aged 65 and Older,0
2010/11,Orkney Islands,Voluntary or Not for Profit Sector,All Adults,76
2010/11,Orkney Islands,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,69
2010/11,Perth and Kinross,All Sectors,All Adults,82
2010/11,Perth and Kinross,All Sectors,Learning Disabilities,93
2010/11,Perth and Kinross,All Sectors,Older People Aged 65 and Older,82
2010/11,Perth and Kinross,All Sectors,Other Groups,0
2010/11,Perth and Kinross,All Sectors,Physical and Sensory Impairment,77
2010/11,Perth and Kinross,Local Authority/Health Board Sectors,All Adults,68
2010/11,Perth and Kinross,Local Authority/Health Board Sectors,Older People Aged 65 and Older,68
