date,council_area_2019,main_client_group,sector,percentage_occupancy,council_area,financial_year
2010-03-31,S12000045,Older People Aged 65 and Older,Private Sector,71,East Dunbartonshire,2009/10
2010-03-31,S12000047,Older People Aged 65 and Older,All Sectors,84,Fife,2009/10
2010-03-31,S12000047,Older People Aged 65 and Older,Local Authority/Health Board Sectors,88,Fife,2009/10
2010-03-31,S12000047,Older People Aged 65 and Older,Private Sector,83,Fife,2009/10
2010-03-31,S12000047,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,99,Fife,2009/10
2010-03-31,S12000048,Older People Aged 65 and Older,All Sectors,83,Perth and Kinross,2009/10
2010-03-31,S12000048,Older People Aged 65 and Older,Local Authority/Health Board Sectors,83,Perth and Kinross,2009/10
2010-03-31,S12000048,Older People Aged 65 and Older,Private Sector,82,Perth and Kinross,2009/10
2010-03-31,S12000048,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,92,Perth and Kinross,2009/10
2010-03-31,S12000049,Older People Aged 65 and Older,All Sectors,86,Glasgow City,2009/10
2010-03-31,S12000049,Older People Aged 65 and Older,Local Authority/Health Board Sectors,89,Glasgow City,2009/10
2010-03-31,S12000049,Older People Aged 65 and Older,Private Sector,85,Glasgow City,2009/10
2010-03-31,S12000049,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,94,Glasgow City,2009/10
2010-03-31,S12000050,Older People Aged 65 and Older,All Sectors,85,North Lanarkshire,2009/10
2010-03-31,S12000050,Older People Aged 65 and Older,Local Authority/Health Board Sectors,84,North Lanarkshire,2009/10
2010-03-31,S12000050,Older People Aged 65 and Older,Private Sector,85,North Lanarkshire,2009/10
2010-03-31,S12000050,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,0,North Lanarkshire,2009/10
2010-03-31,S92000003,Older People Aged 65 and Older,All Sectors,87,Scotland,2009/10
2010-03-31,S92000003,Older People Aged 65 and Older,Local Authority/Health Board Sectors,88,Scotland,2009/10
2010-03-31,S92000003,Older People Aged 65 and Older,Private Sector,86,Scotland,2009/10
2010-03-31,S92000003,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,92,Scotland,2009/10
2010-03-31,S12000005,Other Groups,All Sectors,0,Clackmannanshire,2009/10
2010-03-31,S12000006,Other Groups,All Sectors,20,Dumfries and Galloway,2009/10
2010-03-31,S12000008,Other Groups,All Sectors,0,East Ayrshire,2009/10
2010-03-31,S12000010,Other Groups,All Sectors,0,East Lothian,2009/10
2010-03-31,S12000011,Other Groups,All Sectors,0,East Renfrewshire,2009/10
2010-03-31,S12000013,Other Groups,All Sectors,0,Na h-Eileanan Siar,2009/10
2010-03-31,S12000014,Other Groups,All Sectors,0,Falkirk,2009/10
2010-03-31,S12000017,Other Groups,All Sectors,22,Highland,2009/10
2010-03-31,S12000018,Other Groups,All Sectors,0,Inverclyde,2009/10
2010-03-31,S12000019,Other Groups,All Sectors,0,Midlothian,2009/10
2010-03-31,S12000020,Other Groups,All Sectors,0,Moray,2009/10
2010-03-31,S12000023,Other Groups,All Sectors,0,Orkney Islands,2009/10
2010-03-31,S12000026,Other Groups,All Sectors,0,Scottish Borders,2009/10
2010-03-31,S12000027,Other Groups,All Sectors,0,Shetland Islands,2009/10
2010-03-31,S12000028,Other Groups,All Sectors,0,South Ayrshire,2009/10
2010-03-31,S12000029,Other Groups,All Sectors,100,South Lanarkshire,2009/10
2010-03-31,S12000030,Other Groups,All Sectors,0,Stirling,2009/10
2010-03-31,S12000033,Other Groups,All Sectors,84,Aberdeen City,2009/10
2010-03-31,S12000034,Other Groups,All Sectors,0,Aberdeenshire,2009/10
2010-03-31,S12000035,Other Groups,All Sectors,75,Argyll and Bute,2009/10
2010-03-31,S12000036,Other Groups,All Sectors,75,City of Edinburgh,2009/10
2010-03-31,S12000038,Other Groups,All Sectors,0,Renfrewshire,2009/10
2010-03-31,S12000039,Other Groups,All Sectors,0,West Dunbartonshire,2009/10
2010-03-31,S12000040,Other Groups,All Sectors,0,West Lothian,2009/10
2010-03-31,S12000041,Other Groups,All Sectors,0,Angus,2009/10
2010-03-31,S12000042,Other Groups,All Sectors,0,Dundee City,2009/10
2010-03-31,S12000045,Other Groups,All Sectors,0,East Dunbartonshire,2009/10
2010-03-31,S12000047,Other Groups,All Sectors,0,Fife,2009/10
2010-03-31,S12000048,Other Groups,All Sectors,0,Perth and Kinross,2009/10
2010-03-31,S12000049,Other Groups,All Sectors,91,Glasgow City,2009/10
2010-03-31,S12000050,Other Groups,All Sectors,0,North Lanarkshire,2009/10
2010-03-31,S92000003,Other Groups,All Sectors,77,Scotland,2009/10
2010-03-31,S92000003,Other Groups,Local Authority/Health Board Sectors,0,Scotland,2009/10
2010-03-31,S92000003,Other Groups,Private Sector,71,Scotland,2009/10
2010-03-31,S92000003,Other Groups,Voluntary or Not for Profit Sector,81,Scotland,2009/10
2010-03-31,S12000005,Physical and Sensory Impairment,All Sectors,0,Clackmannanshire,2009/10
2010-03-31,S12000008,Physical and Sensory Impairment,All Sectors,100,East Ayrshire,2009/10
2010-03-31,S12000010,Physical and Sensory Impairment,All Sectors,100,East Lothian,2009/10
2010-03-31,S12000011,Physical and Sensory Impairment,All Sectors,0,East Renfrewshire,2009/10
2010-03-31,S12000013,Physical and Sensory Impairment,All Sectors,0,Na h-Eileanan Siar,2009/10
2010-03-31,S12000014,Physical and Sensory Impairment,All Sectors,0,Falkirk,2009/10
2010-03-31,S12000017,Physical and Sensory Impairment,All Sectors,80,Highland,2009/10
2010-03-31,S12000018,Physical and Sensory Impairment,All Sectors,93,Inverclyde,2009/10
2010-03-31,S12000019,Physical and Sensory Impairment,All Sectors,0,Midlothian,2009/10
2010-03-31,S12000021,Physical and Sensory Impairment,All Sectors,94,North Ayrshire,2009/10
2010-03-31,S12000023,Physical and Sensory Impairment,All Sectors,0,Orkney Islands,2009/10
2010-03-31,S12000026,Physical and Sensory Impairment,All Sectors,0,Scottish Borders,2009/10
2010-03-31,S12000027,Physical and Sensory Impairment,All Sectors,0,Shetland Islands,2009/10
2010-03-31,S12000028,Physical and Sensory Impairment,All Sectors,0,South Ayrshire,2009/10
2010-03-31,S12000029,Physical and Sensory Impairment,All Sectors,56,South Lanarkshire,2009/10
2010-03-31,S12000030,Physical and Sensory Impairment,All Sectors,88,Stirling,2009/10
2010-03-31,S12000033,Physical and Sensory Impairment,All Sectors,85,Aberdeen City,2009/10
2010-03-31,S12000034,Physical and Sensory Impairment,All Sectors,90,Aberdeenshire,2009/10
2010-03-31,S12000035,Physical and Sensory Impairment,All Sectors,0,Argyll and Bute,2009/10
2010-03-31,S12000036,Physical and Sensory Impairment,All Sectors,95,City of Edinburgh,2009/10
2010-03-31,S12000038,Physical and Sensory Impairment,All Sectors,70,Renfrewshire,2009/10
2010-03-31,S12000039,Physical and Sensory Impairment,All Sectors,0,West Dunbartonshire,2009/10
2010-03-31,S12000040,Physical and Sensory Impairment,All Sectors,83,West Lothian,2009/10
2010-03-31,S12000041,Physical and Sensory Impairment,All Sectors,0,Angus,2009/10
2010-03-31,S12000042,Physical and Sensory Impairment,All Sectors,92,Dundee City,2009/10
2010-03-31,S12000045,Physical and Sensory Impairment,All Sectors,0,East Dunbartonshire,2009/10
2010-03-31,S12000047,Physical and Sensory Impairment,All Sectors,88,Fife,2009/10
2010-03-31,S12000048,Physical and Sensory Impairment,All Sectors,89,Perth and Kinross,2009/10
2010-03-31,S12000049,Physical and Sensory Impairment,All Sectors,97,Glasgow City,2009/10
2010-03-31,S12000050,Physical and Sensory Impairment,All Sectors,0,North Lanarkshire,2009/10
2010-03-31,S92000003,Physical and Sensory Impairment,All Sectors,88,Scotland,2009/10
2010-03-31,S92000003,Physical and Sensory Impairment,Local Authority/Health Board Sectors,93,Scotland,2009/10
2010-03-31,S92000003,Physical and Sensory Impairment,Private Sector,81,Scotland,2009/10
2010-03-31,S92000003,Physical and Sensory Impairment,Voluntary or Not for Profit Sector,89,Scotland,2009/10
2011-03-31,S12000005,All Adults,All Sectors,88,Clackmannanshire,2010/11
2011-03-31,S12000005,All Adults,Local Authority/Health Board Sectors,87,Clackmannanshire,2010/11
2011-03-31,S12000005,All Adults,Private Sector,87,Clackmannanshire,2010/11
2011-03-31,S12000005,All Adults,Voluntary or Not for Profit Sector,94,Clackmannanshire,2010/11
2011-03-31,S12000006,All Adults,All Sectors,88,Dumfries and Galloway,2010/11
2011-03-31,S12000006,All Adults,Local Authority/Health Board Sectors,77,Dumfries and Galloway,2010/11
2011-03-31,S12000006,All Adults,Private Sector,87,Dumfries and Galloway,2010/11
2011-03-31,S12000006,All Adults,Voluntary or Not for Profit Sector,94,Dumfries and Galloway,2010/11
2011-03-31,S12000008,All Adults,All Sectors,91,East Ayrshire,2010/11
2011-03-31,S12000008,All Adults,Local Authority/Health Board Sectors,95,East Ayrshire,2010/11
2011-03-31,S12000008,All Adults,Private Sector,91,East Ayrshire,2010/11
2011-03-31,S12000008,All Adults,Voluntary or Not for Profit Sector,0,East Ayrshire,2010/11
2011-03-31,S12000010,All Adults,All Sectors,90,East Lothian,2010/11
2011-03-31,S12000010,All Adults,Local Authority/Health Board Sectors,88,East Lothian,2010/11
2011-03-31,S12000010,All Adults,Private Sector,91,East Lothian,2010/11
2011-03-31,S12000010,All Adults,Voluntary or Not for Profit Sector,86,East Lothian,2010/11
2011-03-31,S12000011,All Adults,All Sectors,82,East Renfrewshire,2010/11
2011-03-31,S12000011,All Adults,Local Authority/Health Board Sectors,100,East Renfrewshire,2010/11
2011-03-31,S12000011,All Adults,Private Sector,77,East Renfrewshire,2010/11
2011-03-31,S12000011,All Adults,Voluntary or Not for Profit Sector,87,East Renfrewshire,2010/11
2011-03-31,S12000013,All Adults,All Sectors,94,Na h-Eileanan Siar,2010/11
2011-03-31,S12000013,All Adults,Local Authority/Health Board Sectors,90,Na h-Eileanan Siar,2010/11
2011-03-31,S12000013,All Adults,Private Sector,100,Na h-Eileanan Siar,2010/11
2011-03-31,S12000013,All Adults,Voluntary or Not for Profit Sector,100,Na h-Eileanan Siar,2010/11
2011-03-31,S12000014,All Adults,All Sectors,88,Falkirk,2010/11
2011-03-31,S12000014,All Adults,Local Authority/Health Board Sectors,77,Falkirk,2010/11
2011-03-31,S12000014,All Adults,Private Sector,90,Falkirk,2010/11
2011-03-31,S12000014,All Adults,Voluntary or Not for Profit Sector,92,Falkirk,2010/11
2011-03-31,S12000017,All Adults,All Sectors,91,Highland,2010/11
2011-03-31,S12000017,All Adults,Local Authority/Health Board Sectors,93,Highland,2010/11
2011-03-31,S12000017,All Adults,Private Sector,91,Highland,2010/11
2011-03-31,S12000017,All Adults,Voluntary or Not for Profit Sector,92,Highland,2010/11
2011-03-31,S12000018,All Adults,All Sectors,85,Inverclyde,2010/11
2011-03-31,S12000018,All Adults,Private Sector,80,Inverclyde,2010/11
2011-03-31,S12000018,All Adults,Voluntary or Not for Profit Sector,93,Inverclyde,2010/11
2011-03-31,S12000019,All Adults,All Sectors,90,Midlothian,2010/11
2011-03-31,S12000019,All Adults,Local Authority/Health Board Sectors,95,Midlothian,2010/11
2011-03-31,S12000019,All Adults,Private Sector,90,Midlothian,2010/11
2011-03-31,S12000019,All Adults,Voluntary or Not for Profit Sector,86,Midlothian,2010/11
2011-03-31,S12000020,All Adults,All Sectors,82,Moray,2010/11
2011-03-31,S12000020,All Adults,Local Authority/Health Board Sectors,100,Moray,2010/11
2011-03-31,S12000020,All Adults,Private Sector,82,Moray,2010/11
2011-03-31,S12000020,All Adults,Voluntary or Not for Profit Sector,83,Moray,2010/11
2011-03-31,S12000021,All Adults,All Sectors,85,North Ayrshire,2010/11
2011-03-31,S12000021,All Adults,Local Authority/Health Board Sectors,79,North Ayrshire,2010/11
2011-03-31,S12000021,All Adults,Private Sector,84,North Ayrshire,2010/11
2011-03-31,S12000021,All Adults,Voluntary or Not for Profit Sector,90,North Ayrshire,2010/11
2011-03-31,S12000023,All Adults,All Sectors,88,Orkney Islands,2010/11
2011-03-31,S12000023,All Adults,Local Authority/Health Board Sectors,90,Orkney Islands,2010/11
2011-03-31,S12000023,All Adults,Private Sector,0,Orkney Islands,2010/11
2011-03-31,S12000023,All Adults,Voluntary or Not for Profit Sector,76,Orkney Islands,2010/11
2011-03-31,S12000026,All Adults,All Sectors,84,Scottish Borders,2010/11
2011-03-31,S12000026,All Adults,Local Authority/Health Board Sectors,88,Scottish Borders,2010/11
2011-03-31,S12000026,All Adults,Private Sector,80,Scottish Borders,2010/11
2011-03-31,S12000026,All Adults,Voluntary or Not for Profit Sector,92,Scottish Borders,2010/11
2011-03-31,S12000027,All Adults,All Sectors,95,Shetland Islands,2010/11
2011-03-31,S12000027,All Adults,Local Authority/Health Board Sectors,95,Shetland Islands,2010/11
2011-03-31,S12000027,All Adults,Private Sector,0,Shetland Islands,2010/11
2011-03-31,S12000027,All Adults,Voluntary or Not for Profit Sector,100,Shetland Islands,2010/11
2011-03-31,S12000028,All Adults,All Sectors,89,South Ayrshire,2010/11
2011-03-31,S12000028,All Adults,Local Authority/Health Board Sectors,75,South Ayrshire,2010/11
2011-03-31,S12000028,All Adults,Private Sector,89,South Ayrshire,2010/11
2011-03-31,S12000028,All Adults,Voluntary or Not for Profit Sector,95,South Ayrshire,2010/11
2011-03-31,S12000029,All Adults,All Sectors,86,South Lanarkshire,2010/11
2011-03-31,S12000029,All Adults,Local Authority/Health Board Sectors,90,South Lanarkshire,2010/11
2011-03-31,S12000029,All Adults,Private Sector,86,South Lanarkshire,2010/11
2011-03-31,S12000029,All Adults,Voluntary or Not for Profit Sector,84,South Lanarkshire,2010/11
2011-03-31,S12000030,All Adults,All Sectors,91,Stirling,2010/11
2011-03-31,S12000030,All Adults,Local Authority/Health Board Sectors,95,Stirling,2010/11
2011-03-31,S12000030,All Adults,Private Sector,90,Stirling,2010/11
2011-03-31,S12000030,All Adults,Voluntary or Not for Profit Sector,92,Stirling,2010/11
2011-03-31,S12000033,All Adults,All Sectors,91,Aberdeen City,2010/11
2011-03-31,S12000033,All Adults,Local Authority/Health Board Sectors,93,Aberdeen City,2010/11
2011-03-31,S12000033,All Adults,Private Sector,90,Aberdeen City,2010/11
2011-03-31,S12000033,All Adults,Voluntary or Not for Profit Sector,95,Aberdeen City,2010/11
2011-03-31,S12000034,All Adults,All Sectors,89,Aberdeenshire,2010/11
2011-03-31,S12000034,All Adults,Local Authority/Health Board Sectors,85,Aberdeenshire,2010/11
2011-03-31,S12000034,All Adults,Private Sector,89,Aberdeenshire,2010/11
2011-03-31,S12000034,All Adults,Voluntary or Not for Profit Sector,93,Aberdeenshire,2010/11
2011-03-31,S12000035,All Adults,All Sectors,86,Argyll and Bute,2010/11
2011-03-31,S12000035,All Adults,Local Authority/Health Board Sectors,91,Argyll and Bute,2010/11
2011-03-31,S12000035,All Adults,Private Sector,83,Argyll and Bute,2010/11
2011-03-31,S12000035,All Adults,Voluntary or Not for Profit Sector,95,Argyll and Bute,2010/11
2011-03-31,S12000036,All Adults,All Sectors,91,City of Edinburgh,2010/11
2011-03-31,S12000036,All Adults,Local Authority/Health Board Sectors,94,City of Edinburgh,2010/11
2011-03-31,S12000036,All Adults,Private Sector,90,City of Edinburgh,2010/11
2011-03-31,S12000036,All Adults,Voluntary or Not for Profit Sector,92,City of Edinburgh,2010/11
2011-03-31,S12000038,All Adults,All Sectors,90,Renfrewshire,2010/11
2011-03-31,S12000038,All Adults,Local Authority/Health Board Sectors,96,Renfrewshire,2010/11
2011-03-31,S12000038,All Adults,Private Sector,89,Renfrewshire,2010/11
2011-03-31,S12000038,All Adults,Voluntary or Not for Profit Sector,90,Renfrewshire,2010/11
2011-03-31,S12000039,All Adults,All Sectors,89,West Dunbartonshire,2010/11
2011-03-31,S12000039,All Adults,Local Authority/Health Board Sectors,93,West Dunbartonshire,2010/11
2011-03-31,S12000039,All Adults,Private Sector,87,West Dunbartonshire,2010/11
2011-03-31,S12000039,All Adults,Voluntary or Not for Profit Sector,83,West Dunbartonshire,2010/11
2011-03-31,S12000040,All Adults,All Sectors,88,West Lothian,2010/11
2011-03-31,S12000040,All Adults,Local Authority/Health Board Sectors,92,West Lothian,2010/11
2011-03-31,S12000040,All Adults,Private Sector,86,West Lothian,2010/11
2011-03-31,S12000040,All Adults,Voluntary or Not for Profit Sector,91,West Lothian,2010/11
2011-03-31,S12000041,All Adults,All Sectors,92,Angus,2010/11
2011-03-31,S12000041,All Adults,Local Authority/Health Board Sectors,94,Angus,2010/11
2011-03-31,S12000041,All Adults,Private Sector,91,Angus,2010/11
2011-03-31,S12000041,All Adults,Voluntary or Not for Profit Sector,98,Angus,2010/11
2011-03-31,S12000042,All Adults,All Sectors,84,Dundee City,2010/11
2011-03-31,S12000042,All Adults,Local Authority/Health Board Sectors,94,Dundee City,2010/11
2011-03-31,S12000042,All Adults,Private Sector,81,Dundee City,2010/11
2011-03-31,S12000042,All Adults,Voluntary or Not for Profit Sector,95,Dundee City,2010/11
2011-03-31,S12000045,All Adults,All Sectors,82,East Dunbartonshire,2010/11
2011-03-31,S12000045,All Adults,Local Authority/Health Board Sectors,91,East Dunbartonshire,2010/11
2011-03-31,S12000045,All Adults,Private Sector,82,East Dunbartonshire,2010/11
2011-03-31,S12000045,All Adults,Voluntary or Not for Profit Sector,83,East Dunbartonshire,2010/11
2011-03-31,S12000047,All Adults,All Sectors,86,Fife,2010/11
2011-03-31,S12000047,All Adults,Local Authority/Health Board Sectors,81,Fife,2010/11
2011-03-31,S12000047,All Adults,Private Sector,87,Fife,2010/11
2011-03-31,S12000047,All Adults,Voluntary or Not for Profit Sector,91,Fife,2010/11
2011-03-31,S12000048,All Adults,All Sectors,82,Perth and Kinross,2010/11
2011-03-31,S12000048,All Adults,Local Authority/Health Board Sectors,68,Perth and Kinross,2010/11
2011-03-31,S12000048,All Adults,Private Sector,83,Perth and Kinross,2010/11
2011-03-31,S12000048,All Adults,Voluntary or Not for Profit Sector,86,Perth and Kinross,2010/11
2011-03-31,S12000049,All Adults,All Sectors,86,Glasgow City,2010/11
2011-03-31,S12000049,All Adults,Local Authority/Health Board Sectors,94,Glasgow City,2010/11
